********************* February 18 Observing Session - beginning 21:12:39 GMT *********************
Camera model: UI326xCP-M
----------------------------------------------------
Exposure: 700.009406 milliseconds
Pixel clock: 30
Frame rate achieved (desired is 10): 1.428580
Trigger delay (microseconds): 0
Current trigger mode setting: 4104
Current trigger timeout: 500
Auto shutter: 0.0
Auto frame rate (should be disabled): 0.0
----------------------------------------------------
Sensor ID/type: 550
Sensor color mode (from is_GetSensorInfo and is_SetColorMode): 1 | 11
Maximum image width and height: 1936, 1216
Pixel size (micrometers): 5.86
Gain settings: 0 for master gain, 125 for red gain, 125 for green gain, and 125 for blue gain.
Auto gain (should be disabled): 0
Gain boost (should be disabled): 0
Hardware gamma (should be disabled): 0
----------------------------------------------------
Auto black level (should be off): 0
Black level offset (desired is 50): 50

C time|GMT|Blob #|Observed RA (deg)|Astrometry RA (deg)|Observed DEC (deg)| Astrometry DEC (deg)|FR (deg)|PS|ALT (deg)|AZ (deg)|IR (deg)|Astrom. solve time (msec)|Camera time (msec)
1645227248|Feb 18 23:34:08|29|58.104281|58.105346|-0.652491|-0.715836|10.195268|6.227844|48.566952081907750|193.387886981198989|0.023463|132.089088|132.512256
1645227250|Feb 18 23:34:10|37|58.110770|58.111836|-0.652503|-0.715836|10.230815|6.224865|48.566609187289743|193.390659258234706|-0.009985|139.238144|139.703808
1645227252|Feb 18 23:34:12|31|58.117886|58.118950|-0.652043|-0.715363|10.230815|6.224865|48.566842179840854|193.392627469814983|-0.008495|137.294336|137.766912
1645227253|Feb 18 23:34:13|27|58.123625|58.124689|-0.652489|-0.715799|10.195268|6.227844|48.566680031948664|193.390186327658341|0.025204|132.866560|133.607424
1645227255|Feb 18 23:34:15|30|58.132372|58.133436|-0.652898|-0.716192|10.226760|6.228287|48.566346680989312|193.389496226075067|-0.006809|135.378176|136.091136
1645227256|Feb 18 23:34:16|30|58.135867|58.136931|-0.653007|-0.716295|10.219081|6.221422|48.566118159196144|193.390482734698850|0.001617|136.390400|136.837376
1645227258|Feb 18 23:34:18|28|58.142503|58.143564|-0.651861|-0.715137|10.203192|6.222721|48.566940753296798|193.393348063085000|0.019673|133.748736|134.344960
1645227259|Feb 18 23:34:19|34|58.150664|58.151725|-0.652157|-0.715418|10.215021|6.224839|48.567356422935497|193.387345031808707|0.003299|146.801152|147.220480
1645227261|Feb 18 23:34:21|40|58.157135|58.158195|-0.652135|-0.715385|10.226760|6.228287|48.567043582648424|193.390154885213093|-0.006312|153.704192|154.169600
1645227262|Feb 18 23:34:22|38|58.163435|58.164496|-0.652721|-0.715960|10.199341|6.224423|48.566842948158175|193.386842312348733|0.018599|139.347968|139.779328
1645227264|Feb 18 23:34:24|37|58.169342|58.170403|-0.652674|-0.715902|10.250542|6.221864|48.566455110856801|193.390495995525328|-0.029835|140.616448|141.277952
1645227266|Feb 18 23:34:26|39|58.175892|58.176951|-0.652072|-0.715288|10.230815|6.224865|48.566727265016894|193.393344106700113|-0.007953|141.803008|142.223616
1645227267|Feb 18 23:34:27|36|58.183110|58.184172|-0.654017|-0.717220|10.222925|6.219722|48.565352026222598|193.388301087437242|-0.003878|139.684352|140.611072
1645227269|Feb 18 23:34:29|33|58.190220|58.191281|-0.653556|-0.716746|10.222925|6.219722|48.565584692468761|193.390278279362235|-0.002381|137.468160|137.936128
1645227270|Feb 18 23:34:30|36|58.196140|58.197200|-0.653404|-0.716584|10.215021|6.224839|48.566043310781033|193.387728403087863|0.003592|141.731072|142.190592
1645227272|Feb 18 23:34:32|33|58.202189|58.203247|-0.652171|-0.715340|10.203192|6.222721|48.566847585897882|193.391489699750366|0.018266|145.874944|146.296832
1645227273|Feb 18 23:34:33|38|58.208670|58.209726|-0.652169|-0.715327|10.215021|6.224839|48.567257599130663|193.388066482402905|0.003845|150.991104|151.490560
1645227275|Feb 18 23:34:35|38|58.216106|58.217163|-0.652944|-0.716088|10.203192|6.222721|48.566331971074618|193.389226695616856|0.016554|148.860672|149.695488
1645227277|Feb 18 23:34:37|38|58.222050|58.223107|-0.652786|-0.715919|10.195268|6.227844|48.566059701096009|193.392855791151248|0.027227|147.964928|148.425216
1645227278|Feb 18 23:34:38|45|58.228551|58.229606|-0.652253|-0.715375|10.199341|6.224423|48.566996075470570|193.389544300810826|0.020645|148.225536|148.753920
1645227280|Feb 18 23:34:40|49|58.235053|58.236108|-0.652332|-0.715442|10.246499|6.225282|48.566589768259838|193.392280551903184|-0.024441|167.436800|167.870976
1645227281|Feb 18 23:34:41|46|58.241859|58.242915|-0.653574|-0.716672|10.246499|6.225282|48.565833066709082|193.388040191310267|-0.027650|148.902912|149.323520
1645227283|Feb 18 23:34:43|48|58.247819|58.248873|-0.652880|-0.715967|10.230815|6.224865|48.566091421731024|193.391789645399513|-0.009128|146.867968|147.301376
1645227284|Feb 18 23:34:44|43|58.254934|58.255987|-0.652419|-0.715493|10.230815|6.224865|48.567065896268993|193.387544854244624|-0.012344|146.866432|147.305728
1645227286|Feb 18 23:34:46|48|58.262115|58.263165|-0.651323|-0.714384|10.199341|6.224423|48.567936279608396|193.389587165045327|0.020675|149.006848|149.525760
1645227288|Feb 18 23:34:48|43|58.266979|58.268033|-0.653408|-0.716460|10.203192|6.222721|48.565264793736638|193.394220954890329|0.020337|152.712448|153.149696
1645227289|Feb 18 23:34:49|44|58.274334|58.275384|-0.651786|-0.714825|10.199341|6.224423|48.567424630855946|193.389931755646558|0.020937|148.808192|149.217024
1645227291|Feb 18 23:34:51|42|58.281385|58.282435|-0.651968|-0.714994|10.230815|6.224865|48.567014175226859|193.391823432193917|-0.009104|153.891840|154.354432
1645227292|Feb 18 23:34:52|45|58.287126|58.288176|-0.651889|-0.714906|10.222925|6.219722|48.567368777527790|193.389520222327036|-0.002959|149.808384|150.277632
1645227294|Feb 18 23:34:54|48|58.294383|58.295431|-0.651305|-0.714309|10.199123|6.226139|48.567748513385645|193.391311875789455|0.022199|157.181696|157.749248
1645227295|Feb 18 23:34:55|46|58.300842|58.301889|-0.650779|-0.713771|10.203192|6.222721|48.568671173827923|193.388060054667420|0.015666|148.940032|149.433088
1645227297|Feb 18 23:34:57|51|58.307105|58.308153|-0.651958|-0.714938|10.218868|6.223137|48.567139853734517|193.390857017866551|0.002111|153.176832|153.656832
1645227299|Feb 18 23:34:59|48|58.314162|58.315210|-0.652036|-0.715004|10.215021|6.224839|48.566832337741978|193.392767985038319|0.007406|150.151168|150.619136
1645227300|Feb 18 23:35:00|44|58.320416|58.321463|-0.652006|-0.714962|10.191477|6.219280|48.567230248379211|193.389689680760767|0.028618|146.900224|147.697408
1645227302|Feb 18 23:35:02|49|58.328083|58.329131|-0.652812|-0.715754|10.215021|6.224839|48.566314761069371|193.390497567498869|0.005688|162.664960|163.118336
1645227303|Feb 18 23:35:03|46|58.333976|58.335024|-0.652766|-0.715698|10.230815|6.224865|48.566664366422316|193.387959776487179|-0.012029|156.556800|157.113344
1645227305|Feb 18 23:35:05|44|58.340303|58.341351|-0.653278|-0.716199|10.215021|6.224839|48.565800057194245|193.390840359573446|0.005948|154.443264|154.868224
1645227306|Feb 18 23:35:06|43|58.348004|58.349049|-0.652324|-0.715231|10.203192|6.222721|48.567363688230522|193.385857420156356|0.014001|143.201536|143.637248
1645227308|Feb 18 23:35:08|49|58.353792|58.354839|-0.653311|-0.716207|10.199123|6.226139|48.565937163278981|193.389410854620792|0.020764|148.094464|148.516608
1645227310|Feb 18 23:35:10|46|58.360219|58.361265|-0.652788|-0.715673|10.203192|6.222721|48.566109710361978|193.392420183570692|0.018972|147.617280|148.028416
1645227311|Feb 18 23:35:11|43|58.366695|58.367741|-0.653512|-0.716385|10.246499|6.225282|48.565804436517119|193.388809611419873|-0.027067|145.349376|145.790208
1645227313|Feb 18 23:35:13|46|58.373172|58.374215|-0.652299|-0.715160|10.219081|6.221422|48.566665198010149|193.391929516330066|0.002711|151.302912|151.850240
1645227314|Feb 18 23:35:14|56|58.380462|58.381505|-0.652380|-0.715228|10.226760|6.228287|48.567137816944616|193.387278770165551|-0.008490|168.276224|168.697856
1645227316|Feb 18 23:35:16|54|58.386624|58.387667|-0.652859|-0.715696|10.199341|6.224423|48.566276925084928|193.390414112439174|0.021305|154.925056|155.419904
1645227317|Feb 18 23:35:17|52|58.393203|58.394245|-0.652360|-0.715185|10.215021|6.224839|48.567194292998323|193.386977005862320|0.003020|152.787712|153.205760
1645227319|Feb 18 23:35:19|56|58.400042|58.401084|-0.653063|-0.715876|10.218868|6.223137|48.566232631870953|193.389045214062264|0.000741|165.126912|165.853440
1645227321|Feb 18 23:35:21|53|58.406440|58.407481|-0.652546|-0.715348|10.222925|6.219722|48.566394442233531|193.392095108078848|-0.001007|163.352576|163.792384
1645227322|Feb 18 23:35:22|51|58.412538|58.413578|-0.652363|-0.715154|10.215021|6.224839|48.566915056508080|193.389289404942957|0.004772|157.901056|158.321152
1645227324|Feb 18 23:35:24|44|58.419653|58.420692|-0.651900|-0.714678|10.215021|6.224839|48.567150349313152|193.391258800584751|0.006262|156.428032|156.897024
1645227325|Feb 18 23:35:25|58|58.426485|58.427524|-0.652606|-0.715371|10.218868|6.223137|48.566926790234817|193.387124083286750|-0.000715|159.394560|159.860480
1645227327|Feb 18 23:35:27|55|58.433574|58.434613|-0.652676|-0.715429|10.215021|6.224839|48.566632999163453|193.388988762485440|0.004545|228.399872|228.864000
1645227329|Feb 18 23:35:29|61|58.439721|58.440760|-0.652596|-0.715338|10.191477|6.219280|48.566319627220793|193.392295286954180|0.030593|160.177152|160.614144
1645227330|Feb 18 23:35:30|53|58.446583|58.447620|-0.652198|-0.714927|10.230815|6.224865|48.567187612687462|193.388411311371016|-0.011688|151.742720|152.265216
1645227332|Feb 18 23:35:32|53|58.452909|58.453946|-0.652679|-0.715397|10.215021|6.224839|48.566353850265422|193.391301371157340|0.006296|153.601536|157.171456
1645227333|Feb 18 23:35:33|43|58.459973|58.461010|-0.652961|-0.715666|10.246499|6.225282|48.566588598407449|193.386934658516338|-0.028488|154.086144|154.543104
1645227335|Feb 18 23:35:35|44|58.466422|58.467458|-0.652680|-0.715374|10.199123|6.226139|48.566526230902689|193.389846017615838|0.021092|147.510016|147.950336
1645227337|Feb 18 23:35:37|47|58.473525|58.474561|-0.652745|-0.715426|10.195268|6.227844|48.566240008068611|193.391690664469905|0.026344|149.161216|149.588736
1645227338|Feb 18 23:35:38|43|58.479308|58.480344|-0.652974|-0.715645|10.246499|6.225282|48.566299362101489|193.389242568564470|-0.026740|155.510272|155.940608
1645227340|Feb 18 23:35:40|55|58.486424|58.487459|-0.652515|-0.715173|10.246499|6.225282|48.566531048258533|193.391209942278692|-0.025251|157.740800|158.162944
1645227341|Feb 18 23:35:41|52|58.492107|58.493141|-0.652693|-0.715340|10.199341|6.224423|48.566623319585013|193.388925489347031|0.020177|151.871232|152.301312
1645227343|Feb 18 23:35:43|53|58.498644|58.499679|-0.652988|-0.715624|10.246499|6.225282|48.566010138125584|193.391550589994097|-0.024992|155.773184|156.243456
1645227344|Feb 18 23:35:44|51|58.505503|58.506536|-0.652933|-0.715556|10.218868|6.223137|48.566539976020628|193.387579751243919|-0.000369|154.696960|155.131648
1645227346|Feb 18 23:35:46|53|58.512614|58.513647|-0.652998|-0.715608|10.215021|6.224839|48.566255241664678|193.389413834806760|0.004867|154.845440|155.270656
1645227348|Feb 18 23:35:48|52|58.519681|58.520715|-0.653312|-0.715910|10.246499|6.225282|48.565717218449208|193.391245508172460|-0.025223|155.239680|155.670272
1645227349|Feb 18 23:35:49|47|58.524785|58.525820|-0.654244|-0.716832|10.246499|6.225282|48.564964646766605|193.389618849981332|-0.026453|150.842368|151.272192
1645227351|Feb 18 23:35:51|51|58.533212|58.534245|-0.653828|-0.716402|10.226760|6.228287|48.565385829655462|193.389624730196203|-0.006710|154.045184|154.477312
1645227352|Feb 18 23:35:52|46|58.539063|58.540093|-0.652538|-0.715101|10.215021|6.224839|48.566953019325808|193.387483595179873|0.003404|152.549888|163.066624
1645227354|Feb 18 23:35:54|51|58.545484|58.546516|-0.653505|-0.716056|10.195268|6.227844|48.565657563737837|193.390101729642709|0.025142|155.329792|155.844096
1645227355|Feb 18 23:35:55|49|58.551556|58.552585|-0.652621|-0.715162|10.242657|6.226984|48.566863030120921|193.387523177685182|-0.024202|152.506368|153.032960
1645227357|Feb 18 23:35:57|49|58.560088|58.561116|-0.652326|-0.714851|10.218868|6.223137|48.567185121977907|193.387340587748014|-0.000552|162.572800|163.077632
1645227359|Feb 18 23:35:59|51|58.565512|58.566539|-0.652077|-0.714593|10.215021|6.224839|48.566909654115925|193.391766811666884|0.006648|163.333888|163.836160
1645227360|Feb 18 23:36:00|46|58.572304|58.573331|-0.652792|-0.715295|10.218868|6.223137|48.566669615980096|193.387689190849130|-0.000287|148.040960|148.808704
1645227362|Feb 18 23:36:02|44|58.579417|58.580443|-0.652330|-0.714820|10.218868|6.223137|48.566904168148831|193.389661712077668|0.001206|147.884544|148.348928
1645227363|Feb 18 23:36:03|44|58.584829|58.585853|-0.651558|-0.714038|10.218868|6.223137|48.567882882630322|193.388033430891397|-0.000029|147.545856|147.987456
1645227365|Feb 18 23:36:05|44|58.590816|58.591842|-0.652754|-0.715224|10.222925|6.219722|48.566285435248453|193.391235277540375|-0.001658|155.638784|156.105472
1645227366|Feb 18 23:36:06|48|58.597925|58.598950|-0.652292|-0.714749|10.222925|6.219722|48.567259802573474|193.387000278980679|-0.004866|151.087360|151.500800
1645227368|Feb 18 23:36:08|53|58.605035|58.606058|-0.651831|-0.714275|10.222925|6.219722|48.567492958793778|193.388978461902866|-0.003369|156.017664|156.456192
1645227370|Feb 18 23:36:10|49|58.610468|58.611491|-0.651579|-0.714014|10.219081|6.221422|48.567221678744623|193.393391810991290|0.003817|160.197632|160.619520
1645227371|Feb 18 23:36:11|49|58.618371|58.619393|-0.651988|-0.714408|10.246499|6.225282|48.567480457514549|193.387743896679837|-0.027877|162.540288|162.972160
1645227373|Feb 18 23:36:13|50|58.623785|58.624806|-0.651218|-0.713629|10.246499|6.225282|48.567716016241548|193.392325012683330|-0.024409|162.451968|162.882048
1645227374|Feb 18 23:36:14|50|58.630289|58.631313|-0.652804|-0.715202|10.218868|6.223137|48.566568231347205|193.388440228692957|0.000282|160.336384|160.763392
1645227376|Feb 18 23:36:16|47|58.637706|58.638727|-0.652001|-0.714386|10.246499|6.225282|48.567191660762468|193.390053171804027|-0.026128|152.166400|152.638208
1645227378|Feb 18 23:36:18|46|58.644549|58.645570|-0.652397|-0.714770|10.215021|6.224839|48.566533458124773|193.392196282075531|0.006974|150.427136|150.848512
1645227379|Feb 18 23:36:19|49|58.650470|58.651492|-0.653079|-0.715441|10.222925|6.219722|48.566171507668180|193.389422218366690|-0.003030|150.599936|151.009280
1645227381|Feb 18 23:36:21|45|58.657914|58.658934|-0.652692|-0.715041|10.234546|6.223550|48.566390173412145|193.390882347883746|-0.013547|156.320000|156.783104
1645227382|Feb 18 23:36:22|44|58.664361|58.665379|-0.651843|-0.714180|10.203192|6.222721|48.567628417935367|193.387736373608959|0.015423|153.711360|154.161408
1645227384|Feb 18 23:36:24|42|58.670998|58.672016|-0.651936|-0.714261|10.215021|6.224839|48.567231775562966|193.390267735989255|0.005512|144.307456|145.073408
1645227385|Feb 18 23:36:25|53|58.676932|58.677949|-0.651759|-0.714074|10.191477|6.219280|48.567717486655425|193.387703519903454|0.027113|153.627904|154.042880
1645227387|Feb 18 23:36:27|45|58.683172|58.684189|-0.651886|-0.714189|10.218868|6.223137|48.567217242941439|193.390816609406272|0.002080|146.094592|146.521600
1645227389|Feb 18 23:36:29|45|58.689929|58.690942|-0.649949|-0.712240|10.210855|6.229584|48.568840038128627|193.393714567764647|0.012284|145.207040|145.647872
1645227390|Feb 18 23:36:30|42|58.695713|58.696730|-0.652257|-0.714537|10.194022|6.224278|48.566853851694319|193.390706848260407|0.026844|26.657536|27.101696
1645227392|Feb 18 23:36:32|40|58.703914|58.704931|-0.652660|-0.714925|10.238782|6.231465|48.566429738151179|193.390829982417557|-0.017822|72.514304|72.940288
1645227393|Feb 18 23:36:33|43|58.708934|58.709947|-0.650842|-0.713099|10.173182|6.233278|48.568367988896384|193.390065362240449|0.047195|26.852608|27.314176
1645227395|Feb 18 23:36:35|38|58.714045|58.715060|-0.651768|-0.714016|10.173182|6.233278|48.566880579900257|193.394641818524576|0.050663|26.731264|27.187712
1645227396|Feb 18 23:36:36|44|58.721208|58.722224|-0.652786|-0.715020|10.210670|6.231403|48.566408868781942|193.389930768053063|0.009609|74.546432|75.051008
1645227397|Feb 18 23:36:37|41|58.727226|58.728239|-0.651226|-0.713450|10.156572|6.226147|48.568270002140636|193.387612175694812|0.061948|73.827584|74.298368
1645227399|Feb 18 23:36:39|40|58.733750|58.734762|-0.651548|-0.713760|10.210670|6.231403|48.567627915142886|193.390251510048586|0.009849|26.610944|27.098112
1645227400|Feb 18 23:36:40|38|58.739551|58.740560|-0.649635|-0.711837|10.173770|6.230217|48.569798775182505|193.388350009405400|0.045306|24.460032|24.905728
1645227402|Feb 18 23:36:42|44|58.745641|58.746654|-0.652215|-0.714406|10.173182|6.233278|48.566857669369966|193.391028140506961|0.047927|74.960640|75.373056
1645227403|Feb 18 23:36:43|45|58.753462|58.754472|-0.651140|-0.713317|10.238782|6.231465|48.568561599785014|193.385899327431673|-0.021560|26.252288|26.666752
1645227405|Feb 18 23:36:45|45|58.758882|58.759890|-0.650369|-0.712536|10.238782|6.231465|48.568799395367300|193.390473039176527|-0.018097|25.889536|26.368000
1645227406|Feb 18 23:36:46|40|58.764395|58.765405|-0.651660|-0.713816|10.239337|6.228407|48.567766464892593|193.388141823626512|-0.020415|24.816896|25.266688
1645227408|Feb 18 23:36:48|39|58.770422|58.771431|-0.651427|-0.713573|10.173182|6.233278|48.567582356779887|193.391667999628879|0.048410|72.635136|73.423104
1645227409|Feb 18 23:36:49|45|58.775842|58.776849|-0.650649|-0.712785|10.173182|6.233278|48.568567839864897|193.390029133317427|0.047167|75.328512|76.121600
1645227411|Feb 18 23:36:51|40|58.782810|58.783818|-0.651378|-0.713502|10.227918|6.235478|48.567604271826163|193.391898548448097|-0.006152|26.840064|27.341056
1645227412|Feb 18 23:36:52|40|58.790468|58.791474|-0.650852|-0.712962|10.238782|6.231465|48.568739390605209|193.386864533146365|-0.020829|24.961024|25.567488
1645227414|Feb 18 23:36:54|43|58.795577|58.796584|-0.651784|-0.713884|10.238782|6.231465|48.567246244112297|193.391443523433992|-0.017359|73.288448|73.703680
1645227415|Feb 18 23:36:55|42|58.802341|58.803348|-0.651709|-0.713797|10.210670|6.231403|48.567778651738614|193.387618049567834|0.007855|73.732096|74.190080
1645227417|Feb 18 23:36:57|44|58.807438|58.808443|-0.651096|-0.713175|10.173182|6.233278|48.567803832020417|193.392629349720977|0.049137|26.763008|27.226368
1645227418|Feb 18 23:36:58|36|58.812930|58.813937|-0.652381|-0.714449|10.173770|6.230217|48.566772928040187|193.390330713140457|0.046812|24.523264|24.982528
1645227419|Feb 18 23:36:59|41|58.819673|58.820679|-0.651554|-0.713610|10.173182|6.233278|48.568041833967136|193.386737386231545|0.044676|73.401600|73.818880
1645227421|Feb 18 23:37:01|41|58.825093|58.826097|-0.650776|-0.712823|10.173182|6.233278|48.568286093700827|193.391311916196827|0.048139|26.254848|26.709504
1645227422|Feb 18 23:37:02|40|58.831764|58.832768|-0.651697|-0.713732|10.190411|6.237358|48.567822260557222|193.387359212799566|0.027918|72.361984|72.825856
1645227424|Feb 18 23:37:04|39|58.838010|58.839014|-0.651452|-0.713475|10.211239|6.228344|48.567689175128926|193.390561867366927|0.009515|98.485504|98.938368
1645227425|Feb 18 23:37:05|39|58.844453|58.845455|-0.650765|-0.712777|10.173182|6.233278|48.568766815128761|193.387377954362449|0.045159|98.321152|98.795520
1645227427|Feb 18 23:37:07|36|58.850236|58.851239|-0.651917|-0.713918|10.211239|6.228344|48.567176558901096|193.390896088052642|0.009769|51.057408|51.887104
1645227428|Feb 18 23:37:08|37|58.857048|58.858050|-0.651581|-0.713571|10.173770|6.230217|48.567973942665667|193.387069425668926|0.044340|50.299392|51.080448
1645227430|Feb 18 23:37:10|41|58.863684|58.864687|-0.652028|-0.714006|10.227918|6.235478|48.567228924899716|193.389506781149947|-0.007962|53.751808|54.171648
1645227431|Feb 18 23:37:11|36|58.869228|58.870229|-0.651559|-0.713526|10.210670|6.231403|48.567932802137527|193.387602228339063|0.007842|50.895616|51.309568
1645227433|Feb 18 23:37:13|44|58.876350|58.877349|-0.651095|-0.713050|10.210670|6.231403|48.568170499214872|193.389561746924983|0.009326|97.239552|97.666816
1645227434|Feb 18 23:37:14|38|58.881918|58.882920|-0.652682|-0.714626|10.194022|6.224278|48.566855646735881|193.387068699881524|0.024089|127.698432|128.116224
