********************* April 27 Observing Session - beginning 00:30:06 GMT *********************
Camera model: UI326xCP-M
----------------------------------------------------
Exposure: 700.009406 milliseconds
Pixel clock: 30
Frame rate achieved (desired is 10): 1.428580
Trigger delay (microseconds): 0
Current trigger mode setting: 4104
Current trigger timeout: 500
Auto shutter: 0.0
Auto frame rate (should be disabled): 0.0
----------------------------------------------------
Sensor ID/type: 550
Sensor color mode (from is_GetSensorInfo and is_SetColorMode): 1 | 11
Maximum image width and height: 1936, 1216
Pixel size (micrometers): 5.86
Gain settings: 0 for master gain, 125 for red gain, 125 for green gain, and 125 for blue gain.
Auto gain (should be disabled): 0
Gain boost (should be disabled): 0
Hardware gamma (should be disabled): 0
----------------------------------------------------
Auto black level (should be off): 0
Black level offset (desired is 50): 50

C time|GMT|Blob #|Observed RA (deg)|Astrometry RA (deg)|Observed DEC (deg)| Astrometry DEC (deg)|FR (deg)|PS|ALT (deg)|AZ (deg)|IR (deg)|Astrom. solve time (msec)|Camera time (msec)
1619489898|Apr 27 02:18:18|14|230.731302|230.728518|1.540626|1.616794|84.324638|6.245253|26.194834391854087|111.934975264992701|-129.636060|4.086784|4.557568
1619489900|Apr 27 02:18:20|14|230.738921|230.736138|1.540953|1.617110|84.354940|6.249649|26.195588307977332|111.935292799648934|-129.666242|4.333824|4.805120
1619489901|Apr 27 02:18:21|14|230.744275|230.741493|1.541135|1.617283|84.351437|6.251715|26.194880508398420|111.934227648362807|-129.663177|3.945728|4.362496
1619489903|Apr 27 02:18:23|14|230.750466|230.747684|1.540812|1.616951|84.324638|6.245253|26.196192025422647|111.936179498627652|-129.635575|3.985408|4.516352
1619489904|Apr 27 02:18:24|14|230.755646|230.752864|1.541334|1.617464|84.324638|6.245253|26.195847276713053|111.934981917189390|-129.636077|3.966976|4.390912
1619489905|Apr 27 02:18:25|15|230.763123|230.760342|1.541137|1.617255|84.370338|6.252101|26.193363783769044|111.932553329315013|-129.682760|4.132608|6.216192
1619489907|Apr 27 02:18:27|14|230.767905|230.765123|1.540825|1.616936|84.324638|6.245253|26.195685018339113|111.935600862853832|-129.635811|3.962112|4.394496
1619489908|Apr 27 02:18:28|16|230.773822|230.771041|1.540960|1.617062|84.354940|6.249649|26.194543878856479|111.934130850656516|-129.666715|4.354816|4.816384
1619489910|Apr 27 02:18:30|15|230.779912|230.777133|1.542070|1.618162|84.292127|6.254637|26.196934854665628|111.935027553636743|-129.603567|4.121088|4.732416
1619489911|Apr 27 02:18:31|15|230.785343|230.782562|1.540837|1.616921|84.324638|6.245253|26.195177972471619|111.935022415524429|-129.636047|4.070912|4.500992
1619489913|Apr 27 02:18:33|15|230.791272|230.788492|1.540963|1.617038|84.354940|6.249649|26.196990883948004|111.936823539723520|-129.665619|4.346624|4.815104
1619489914|Apr 27 02:18:34|16|230.797601|230.794821|1.540328|1.616393|84.324638|6.245253|26.195015677858855|111.935641581077732|-129.635781|4.001792|4.484096
1619489915|Apr 27 02:18:35|15|230.803182|230.800403|1.541609|1.617665|84.284263|6.248556|26.194920088479876|111.933528043814945|-129.596301|4.490752|5.785600
1619489917|Apr 27 02:18:37|15|230.810450|230.807672|1.541139|1.617183|84.354940|6.249649|26.195362414804727|111.934752347576890|-129.666467|4.355072|4.838144
1619489918|Apr 27 02:18:38|17|230.815039|230.812259|1.540340|1.616377|84.324638|6.245253|26.194508577805671|111.935063455936557|-129.636017|4.039424|4.485632
1619489920|Apr 27 02:18:40|16|230.821612|230.818833|1.540840|1.616867|84.343518|6.245638|26.196127294485287|111.936064861862917|-129.654503|2.720512|3.271936
1619489921|Apr 27 02:18:41|16|230.827900|230.825123|1.541142|1.617159|84.354940|6.249649|26.194840075754669|111.934172045690190|-129.666704|4.395008|5.033216
1619489923|Apr 27 02:18:43|14|230.832894|230.830117|1.541133|1.617142|84.284263|6.248556|26.197223042964104|111.936813860719894|-129.594950|4.573440|5.032192
1619489924|Apr 27 02:18:44|16|230.839383|230.836605|1.541047|1.617046|84.324638|6.245253|26.195521217431420|111.935071352049647|-129.636033|4.083712|4.503808
1619489925|Apr 27 02:18:45|15|230.845979|230.843203|1.541604|1.617592|84.311034|6.255028|26.194193756885532|111.932735521669926|-129.623395|4.446720|4.907776
1619489927|Apr 27 02:18:47|15|230.851641|230.848864|1.540538|1.616518|84.324638|6.245253|26.195358865434898|111.935690937511666|-129.635767|4.014080|4.552704
1619489928|Apr 27 02:18:48|16|230.856820|230.854044|1.541059|1.617031|84.324638|6.245253|26.195014042409632|111.934493686552003|-129.636268|4.054016|4.545280
1619489930|Apr 27 02:18:50|15|230.862962|230.860186|1.540744|1.616706|84.383843|6.242335|26.196365794002887|111.936478185250550|-129.694657|3.936768|4.409856
1619489931|Apr 27 02:18:51|14|230.869079|230.866302|1.540550|1.616502|84.324638|6.245253|26.194851677808003|111.935113408629547|-129.636002|3.979776|4.424192
1619489933|Apr 27 02:18:53|14|230.874258|230.871482|1.541071|1.617015|84.324638|6.245253|26.197476110437528|111.937189624505862|-129.635171|4.003584|4.491776
1619489934|Apr 27 02:18:54|16|230.881749|230.878973|1.540178|1.616110|84.391797|6.248397|26.194493734679661|111.935301104990074|-129.703074|4.541696|5.025792
1619489935|Apr 27 02:18:55|14|230.886516|230.883741|1.540561|1.616486|84.324638|6.245253|26.194344464743068|111.934536082843636|-129.636237|4.002816|4.441600
1619489937|Apr 27 02:18:57|13|230.891695|230.888921|1.541083|1.616999|84.324638|6.245253|26.196968895587780|111.936612336380975|-129.635406|4.215040|4.672000
1619489938|Apr 27 02:18:58|15|230.899547|230.896772|1.540903|1.616807|84.383843|6.242335|26.194232033995398|111.933876689894973|-129.695721|3.935232|4.372992
1619489940|Apr 27 02:19:00|15|230.902060|230.899289|1.542328|1.618228|84.206061|6.251074|26.199386126503526|111.937324889838280|-129.516573|4.356864|4.866048
1619489941|Apr 27 02:19:01|16|230.905340|230.902561|1.537930|1.613825|84.379332|6.233434|26.196932297543555|111.941513553341153|-129.688019|718.288128|718.792960
1619489943|Apr 27 02:19:03|14|230.921044|230.918264|1.536272|1.612142|84.489508|6.222660|26.190543776268932|111.937070169501098|-129.799959|628.352000|628.830720
1619489945|Apr 27 02:19:05|14|230.927762|230.924983|1.537079|1.612939|84.386416|6.221469|26.192276040406739|111.937714343763787|-129.696627|453.694976|454.431744
1619489947|Apr 27 02:19:07|17|230.934650|230.931871|1.536727|1.612576|84.404146|6.218920|26.193071679890714|111.939143446076258|-129.713765|347.422464|347.942656
1619489949|Apr 27 02:19:09|13|230.942258|230.939478|1.535708|1.611545|84.349396|6.230436|26.192886239260254|111.940537103542496|-129.658420|671.069696|671.546112
1619489951|Apr 27 02:19:11|14|230.953483|230.950705|1.536761|1.612580|84.486213|6.228196|26.191588342875541|111.937454851065951|-129.796521|316.478208|317.302784
1619489953|Apr 27 02:19:13|16|230.959552|230.956774|1.536145|1.611954|84.357296|6.222249|26.192780018745083|111.939734812393496|-129.666659|364.783104|365.258240
1619489954|Apr 27 02:19:14|13|230.965925|230.963149|1.537644|1.613444|84.427095|6.237460|26.192274906190519|111.936827918568213|-129.737682|838.653184|839.131648
1619489957|Apr 27 02:19:17|15|230.975919|230.973144|1.537271|1.613055|84.416470|6.234189|26.193817484946578|111.939112768618230|-129.726117|668.499456|668.956672
1619489959|Apr 27 02:19:19|15|230.986945|230.984169|1.536811|1.612577|84.435434|6.228822|26.191596808402281|111.937386686665548|-129.745771|220.483584|220.933632
1619489960|Apr 27 02:19:20|15|230.992706|230.989934|1.539152|1.614909|84.521990|6.232596|26.192118059595749|111.934291259322805|-129.833651|136.249856|136.750592
1619489962|Apr 27 02:19:22|15|231.000880|230.998107|1.538117|1.613862|84.503823|6.223015|26.191519543816213|111.935253547247072|-129.815064|364.576000|365.107456
1619489964|Apr 27 02:19:24|15|231.006567|231.003795|1.538634|1.614370|84.479320|6.234610|26.193780802164575|111.936935324364654|-129.789890|239.259136|239.706368
1619489965|Apr 27 02:19:25|14|231.014936|231.012163|1.537665|1.613388|84.496208|6.227826|26.190120320821777|111.934419037956857|-129.807776|150.839296|151.331840
1619489967|Apr 27 02:19:27|14|231.021755|231.018982|1.537649|1.613361|84.549301|6.223051|26.191201495539289|111.935636682769044|-129.860374|147.028736|147.464960
1619489969|Apr 27 02:19:29|16|231.028980|231.026209|1.538843|1.614543|84.556962|6.226814|26.192845290165884|111.935577026413512|-129.868091|227.750656|228.228096
1619489970|Apr 27 02:19:30|11|231.032817|231.030047|1.539502|1.615197|84.514377|6.237421|26.193551438138918|111.935322086298100|-129.825628|145.479680|145.915392
1619489972|Apr 27 02:19:32|15|231.040936|231.038165|1.538480|1.614161|84.496208|6.227826|26.193000950627535|111.936317931729917|-129.807025|243.967744|244.666624
1619489973|Apr 27 02:19:33|15|231.047947|231.045175|1.537093|1.612764|84.479334|6.226019|26.190012195373875|111.935196402168529|-129.790570|181.107968|181.881088
1619489975|Apr 27 02:19:35|14|231.056015|231.053244|1.537680|1.613338|84.540404|6.220079|26.190629643293320|111.934957219252993|-129.851754|336.423680|336.883200
1619489977|Apr 27 02:19:37|14|231.063080|231.060310|1.538039|1.613686|84.558524|6.221076|26.191800103584157|111.935684599025237|-129.869587|232.059904|232.513792
1619489978|Apr 27 02:19:38|13|231.069087|231.066317|1.537592|1.613229|84.470079|6.227986|26.190185207078606|111.934606182129997|-129.781569|229.345280|229.784320
1619489980|Apr 27 02:19:40|14|231.077400|231.074633|1.539580|1.615204|84.584325|6.225846|26.191614388734322|111.933065383511575|-129.896497|233.947392|234.370048
1619489982|Apr 27 02:19:42|12|231.082527|231.079757|1.537359|1.612975|84.461213|6.225024|26.192347239964114|111.937353819479441|-129.771578|234.033152|234.637056
1619489983|Apr 27 02:19:43|15|231.089659|231.086891|1.538048|1.613653|84.496208|6.227826|26.190732621107855|111.934493611540816|-129.807756|237.497344|237.946112
1619489985|Apr 27 02:19:45|15|231.097930|231.095161|1.537053|1.612645|84.513060|6.221048|26.190093294393478|111.935349144431299|-129.824233|138.271744|138.733824
1619489987|Apr 27 02:19:47|15|231.101883|231.099114|1.537510|1.613096|84.496208|6.227826|26.193544257395182|111.938437106450337|-129.806136|139.708416|140.150272
1619489988|Apr 27 02:19:48|13|231.110638|231.107872|1.538971|1.614543|84.602469|6.226842|26.191318670336038|111.933693696544580|-129.914368|135.215616|135.663616
1619489990|Apr 27 02:19:50|15|231.115853|231.113086|1.538534|1.614098|84.514343|6.228826|26.193244109791301|111.936500756334055|-129.825087|137.874688|138.356480
1619489991|Apr 27 02:19:51|17|231.124580|231.121815|1.538576|1.614125|84.602469|6.226842|26.190039847292631|111.932903631669944|-129.914679|382.298624|382.760448
1619489993|Apr 27 02:19:53|18|231.129313|231.126546|1.537119|1.612661|84.443097|6.224021|26.191590137297908|111.936896310077600|-129.753642|251.884032|252.391168
1619489995|Apr 27 02:19:55|17|231.138028|231.135261|1.537151|1.612679|84.531178|6.222053|26.191358088278918|111.936590243070555|-129.841848|268.108800|268.600064
1619489996|Apr 27 02:19:56|17|231.143352|231.140588|1.538458|1.613979|84.478079|6.226818|26.191462973196657|111.934655952153832|-129.789572|303.631616|304.096000
1619489998|Apr 27 02:19:58|18|231.152329|231.149563|1.537246|1.612752|84.496208|6.227826|26.190169365116347|111.935130207251788|-129.807476|201.655808|202.122496
1619490000|Apr 27 02:20:00|17|231.158705|231.155941|1.538018|1.613514|84.468851|6.220223|26.192118997307958|111.936070120306454|-129.779757|248.470528|248.940800
1619490002|Apr 27 02:20:02|16|231.164414|231.161649|1.537288|1.612775|84.433834|6.225987|26.193487179332394|111.938722323965095|-129.743640|199.083520|199.529216
1619490003|Apr 27 02:20:03|17|231.171239|231.168475|1.537728|1.613204|84.478079|6.226818|26.191915519735460|111.936300094990600|-129.788883|320.701184|321.189376
1619490005|Apr 27 02:20:05|18|231.178356|231.175591|1.536933|1.612398|84.433834|6.225987|26.192237461900177|111.937900429819607|-129.743965|318.831104|319.313152
1619490007|Apr 27 02:20:07|15|231.187145|231.184383|1.538553|1.614004|84.514343|6.228826|26.193069279599861|111.936278072818524|-129.825179|403.755008|404.245504
1619490008|Apr 27 02:20:08|17|231.193462|231.190697|1.536895|1.612336|84.424988|6.223011|26.190383192069461|111.935915692479725|-129.735926|189.405184|189.888256
1619490010|Apr 27 02:20:10|17|231.201054|231.198290|1.536812|1.612241|84.496208|6.227826|26.190867503010033|111.936580087692448|-129.806873|411.834880|412.441344
1619490012|Apr 27 02:20:12|19|231.208300|231.205537|1.537696|1.613113|84.486956|6.229795|26.192278120089284|111.936750545831288|-129.797576|197.347840|197.829632
1619490013|Apr 27 02:20:13|20|231.213534|231.210773|1.538507|1.613916|84.461173|6.233606|26.192098075797418|111.935279933779697|-129.772414|325.326336|325.778176
1619490015|Apr 27 02:20:15|18|231.220082|231.217320|1.537896|1.613295|84.408035|6.229791|26.192953632016106|111.937180880265387|-129.718485|316.854016|317.291776
1619490017|Apr 27 02:20:17|20|231.230135|231.227374|1.537750|1.613133|84.505454|6.225850|26.191644666403697|111.935966421341163|-129.816395|232.578304|233.058816
1619490019|Apr 27 02:20:19|21|231.235878|231.233118|1.538103|1.613477|84.514343|6.228826|26.193750221253559|111.937734565706251|-129.824573|98.081792|98.521344
1619490020|Apr 27 02:20:20|18|231.242407|231.239646|1.537508|1.612871|84.461213|6.225024|26.191660831313790|111.936364755425970|-129.771985|157.715968|158.245376
1619490022|Apr 27 02:20:22|18|231.249393|231.246636|1.539516|1.614869|84.540474|6.228645|26.194046600669424|111.935846456728115|-129.851512|190.731520|191.194880
1619490023|Apr 27 02:20:23|20|231.256038|231.253277|1.537196|1.612538|84.468851|6.220223|26.190662233608556|111.935752443368173|-129.779864|335.397120|336.141568
1619490025|Apr 27 02:20:25|16|231.262148|231.259389|1.537509|1.612842|84.488581|6.232632|26.192478344075205|111.937263119572592|-129.798987|87.564288|88.014080
1619490027|Apr 27 02:20:27|17|231.269967|231.267209|1.537857|1.613177|84.531178|6.222053|26.193104796741856|111.937408409581820|-129.841534|91.123456|91.620864
1619490028|Apr 27 02:20:28|16|231.277018|231.274258|1.536808|1.612117|84.531178|6.222053|26.190325748922959|111.935989612730111|-129.842083|93.822720|94.522368
1619490030|Apr 27 02:20:30|17|231.282669|231.279911|1.537864|1.613164|84.496208|6.227826|26.192990743875946|111.937271815388613|-129.806620|327.289344|327.750912
1619490031|Apr 27 02:20:31|18|231.289726|231.286967|1.536818|1.612107|84.496208|6.227826|26.190208895897442|111.935844782245056|-129.807173|95.293696|95.784704
1619490033|Apr 27 02:20:33|18|231.296009|231.293251|1.537655|1.612934|84.487329|6.224843|26.192271399345543|111.936806477765899|-129.797925|100.101376|100.867584
1619490034|Apr 27 02:20:34|17|231.302168|231.299411|1.538223|1.613492|84.486956|6.229795|26.191262765236125|111.934804433911850|-129.798383|196.127232|196.626688
1619490036|Apr 27 02:20:36|18|231.309241|231.306484|1.538161|1.613419|84.549384|6.231629|26.192131547348808|111.935858610104646|-129.860379|77.637376|78.189056
1619490037|Apr 27 02:20:37|18|231.315024|231.312268|1.537800|1.613049|84.468851|6.220223|26.190736332009223|111.934887209399278|-129.780233|186.970880|187.424000
1619490039|Apr 27 02:20:39|16|231.322315|231.319559|1.537333|1.612571|84.549301|6.223051|26.191165100132196|111.936091078217757|-129.860180|267.895040|268.364800
1619490041|Apr 27 02:20:41|17|231.328559|231.325802|1.537209|1.612437|84.478095|6.218259|26.192579169700629|111.937844681692340|-129.788256|298.691584|299.129344
1619490042|Apr 27 02:20:42|19|231.336419|231.333664|1.537575|1.612790|84.521945|6.224021|26.190219587466437|111.934669520993467|-129.833409|275.276800|275.736832
1619490044|Apr 27 02:20:44|19|231.342630|231.339874|1.537203|1.612408|84.452355|6.222049|26.191482806480792|111.936645857603608|-129.763004|204.958464|205.481728
1619490046|Apr 27 02:20:46|18|231.350277|231.347523|1.537964|1.613157|84.478079|6.226818|26.192521693646960|111.936598362346984|-129.788768|103.921408|104.498944
1619490047|Apr 27 02:20:47|15|231.355674|231.352920|1.538069|1.613254|84.496208|6.227826|26.191729161197870|111.935559891222411|-129.807323|110.460928|110.972416
1619490049|Apr 27 02:20:49|22|231.361203|231.358449|1.537613|1.612789|84.426161|6.230797|26.193417754464392|111.938136677463987|-129.736215|99.751168|100.621312
1619490050|Apr 27 02:20:50|18|231.369652|231.366900|1.538615|1.613777|84.558619|6.229650|26.191087174897099|111.933996474253860|-129.870385|438.700800|439.561472
1619490052|Apr 27 02:20:52|21|231.376067|231.373313|1.537228|1.612380|84.443097|6.224021|26.191491390274621|111.936616092241749|-129.753759|440.592384|441.092864
1619490054|Apr 27 02:20:54|20|231.384325|231.381571|1.537051|1.612191|84.496199|6.219259|26.191437234135876|111.936833108576295|-129.806768|214.174208|214.619648
1619490056|Apr 27 02:20:56|21|231.391135|231.388381|1.536421|1.611549|84.478095|6.218259|26.192091970621171|111.938543222026198|-129.787950|104.332288|104.780544
1619490057|Apr 27 02:20:57|20|231.398668|231.395915|1.536919|1.612035|84.486960|6.221224|26.190057941939614|111.935520924478695|-129.798059|444.892160|445.367552
1619490059|Apr 27 02:20:59|23|231.406123|231.403372|1.537799|1.612904|84.496208|6.227826|26.191317622096129|111.935529241285295|-129.807328|302.714112|303.331328
1619490061|Apr 27 02:21:01|23|231.411676|231.408924|1.537404|1.612500|84.426161|6.230797|26.193032081065077|111.938038253984942|-129.736249|128.176384|128.678912
1619490062|Apr 27 02:21:02|20|231.419634|231.416883|1.537455|1.612539|84.503823|6.223015|26.190381708230056|111.935036298935088|-129.815135|97.538048|98.024704
1619490064|Apr 27 02:21:04|19|231.425863|231.423110|1.536364|1.611438|84.478095|6.218259|26.191126191311547|111.937567508777803|-129.788346|207.225600|207.654144
1619490066|Apr 27 02:21:06|21|231.432984|231.430233|1.536613|1.611675|84.496199|6.219259|26.192178422795457|111.938337848167919|-129.806143|445.937408|446.368256
1619490067|Apr 27 02:21:07|22|231.439817|231.437068|1.538213|1.613264|84.461173|6.233606|26.191417017606142|111.934990639038858|-129.772524|77.418240|77.879040
1619490069|Apr 27 02:21:09|21|231.446070|231.443322|1.538237|1.613279|84.496208|6.227826|26.192928639667855|111.936618515677949|-129.806896|214.891008|215.693568
1619490071|Apr 27 02:21:11|20|231.453562|231.450813|1.537438|1.612467|84.486956|6.229795|26.192980547049018|111.937928975610092|-129.797089|215.556608|216.013824
1619490072|Apr 27 02:21:12|19|231.460265|231.457516|1.537429|1.612447|84.514343|6.228826|26.191179906767275|111.935958296549970|-129.825278|328.338432|328.989952
1619490074|Apr 27 02:21:14|21|231.467155|231.464408|1.538101|1.613109|84.514343|6.228826|26.192694974901869|111.936573929351070|-129.825046|338.216704|338.893056
1619490076|Apr 27 02:21:16|20|231.474932|231.472183|1.537050|1.612046|84.424988|6.223011|26.192367199774289|111.937860820844477|-129.735138|142.693120|143.127296
1619490077|Apr 27 02:21:17|20|231.480899|231.478154|1.539122|1.614109|84.461134|6.242209|26.192553359717060|111.934817364907460|-129.772580|229.719296|230.257408
1619490079|Apr 27 02:21:19|21|231.487445|231.484698|1.537738|1.612714|84.461567|6.228637|26.192866079082464|111.937331778620447|-129.771952|232.634368|233.060096
1619490081|Apr 27 02:21:21|19|231.493313|231.490567|1.538056|1.613023|84.470439|6.231629|26.194858101350562|111.939029132430690|-129.780141|490.034176|490.681856
1619490082|Apr 27 02:21:22|19|231.503577|231.500830|1.536918|1.611869|84.496208|6.227826|26.189732919329977|111.935162762735771|-129.807453|110.061568|110.540800
1619490084|Apr 27 02:21:24|19|231.510014|231.507267|1.537336|1.612276|84.505454|6.225850|26.191391058962232|111.936335810496416|-129.816233|113.388800|113.862400
1619490085|Apr 27 02:21:25|22|231.516905|231.514158|1.537117|1.612046|84.549301|6.223051|26.189308412087520|111.934384281276436|-129.860869|242.366208|242.818560
